Discrete Queue Name,ProducerName,ConsumerName,Primary App_Full_Name,PrimaryAppDisp,PrimaryAppRole,Primary Application Id,q_type,Primary Neighborhood,Primary Hosting Type,Primary Data classification,Primary Enterprise Critical Payment Application,Primary PCI,Primary Publicly Accessible,Primary TRTC,queue_manager_name,app_id,line_of_business,cluster_name,cluster_namelist,def_persistence,def_put_response,inhibit_get,inhibit_put,remote_q_mgr_name,remote_q_name,usage,xmit_q_name,Neighborhood
TTFK.PPFK.ERR,Krypton Payment Gateway,Neptune Risk Analytics,Krypton Payment Gateway,Public Cloud,Producer,TTFK,Remote,Private IaaS,External,Internal Use,Yes,No,No,01= 30 Minutes to 2 Hours,WRR2F,TTFK,TECHOPS,TECHSEC,TECHSEC,No,Asynchronous,0,0,WL6FX2C,TTFK.PPFK.ERR.WL6F,Normal,TTFK.WL6FX2C,Private IaaS
TTFK.PPFK.ERR,Krypton Payment Gateway,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Consumer,PPFK,Remote,Public Cloud,Internal,Public,Yes,No,Yes,04= 12 to 24 Hours,WL6FX2C,PPFK,TECHSEC,TECHSEC,TECHSEC,No,Asynchronous,0,0,WL6FX2C,TTFK.PPFK.ERR.WL6F,0,TTFK.WL6FX2C,Public Cloud
8CDV.CDLT.NTFY,Capella Audit Logger,Pluto Fraud Detection,Capella Audit Logger,Private PaaS,Producer,8CDV,Remote,Mainframe,Internal,Internal Use,Yes,No,Yes,05= 1 to 3 Days,WL6E26,8CDV,TECHCCIBT,TECHRISK,TECHRISK,No,Synchronous,Enabled,0,WL6FX2C,8CDV.CDLT.NTFY.WL6F,Normal,8CDV.WL6FX2C,Mainframe
8CDV.CDLT.NTFY,Capella Audit Logger,Pluto Fraud Detection,Pluto Fraud Detection,"Private IaaS, Private PaaS",Consumer,CDLT,Remote,Mainframe,External,Internal Use,No,Yes,Yes,02= 2 Hours to 4 Hours,WL6FX2C,CDLT,TECHCT,TECHRISK,TECHRISK,No,Synchronous,0,Enabled,WL6FX2C,8CDV.CDLT.NTFY.WL6F,0,8CDV.WL6FX2C,Mainframe
CDRX.IJ.STAT,Orion Data Warehouse,Achernar Limit Monitor,Orion Data Warehouse,Private IaaS,Producer,CDRX,Remote,Private IaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WQR2C,CDRX,TECHSEC,TECHPAY,TECHPAY,Yes,Asynchronous,0,Enabled,WL6EX2B,CDRX.IJ.STAT.WL6E,Normal,CDRX.WL6EX2B,Private IaaS
CDRX.IJ.STAT,Orion Data Warehouse,Achernar Limit Monitor,Achernar Limit Monitor,"Private IaaS, Private PaaS",Consumer,IJ,Remote,Private IaaS,External,Confidential,No,No,No,00= 0-30 Minutes,WL6EX2B,IJ,TECHOPS,TECHPAY,TECHPAY,Yes,Asynchronous,0,Enabled,WL6EX2B,CDRX.IJ.STAT.WL6E,0,CDRX.WL6EX2B,Private IaaS
8BDV.YZNP.BATCH,Orion Data Warehouse,DFCeth - HUVY MIPKNVL ZYU,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHFIN,TECHFIN,Yes,Asynchronous,Enabled,0,WRR2F,8BDV.YZNP.BATCH.WRR2,Normal,8BDV.WRR2F,Mainframe
8BDV.YZNP.BATCH,Orion Data Warehouse,DFCeth - HUVY MIPKNVL ZYU,DFCeth - HUVY MIPKNVL ZYU,"Private IaaS, Private PaaS",Consumer,YZNP,Remote,Public Cloud,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,YZNP,TECHCT,TECHFIN,TECHFIN,Yes,Asynchronous,0,0,WRR2F,8BDV.YZNP.BATCH.WRR2,0,8BDV.WRR2F,Public Cloud
8ALT.RRNP.RQST,Hdc - Hdxknvlr Kavk & Hncvympqf,Spica Reconciliation,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Producer,8ALT,Remote,Mainframe,External,Restricted,No,No,Yes,05= 1 to 3 Days,WL6E27,8ALT,TECHRISK,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,0,WL6GX2A,8ALT.RRNP.RQST.WL6G,0,8ALT.WL6GX2A,Mainframe
8ALT.RRNP.RQST,Hdc - Hdxknvlr Kavk & Hncvympqf,Spica Reconciliation,Spica Reconciliation,Public Cloud,Consumer,RRNP,Remote,Private IaaS,Internal,Restricted,No,No,No,02= 2 Hours to 4 Hours,WL6GX2A,RRNP,TECHOPS,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,Enabled,WL6GX2A,8ALT.RRNP.RQST.WL6G,0,8ALT.WL6GX2A,Private IaaS
9BSM.WXNP.RPT,DFCeth - HUVY MIPKNVL ZYU,Aldebaran Rate Engine,DFCeth - HUVY MIPKNVL ZYU,Private PaaS,Producer,9BSM,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WQ30,9BSM,TECHCCIBT,TECHOPS,TECHOPS,No,Synchronous,0,Enabled,WSX2B,9BSM.WXNP.RPT.WSX2,Normal,9BSM.WSX2B,Private PaaS
9BSM.WXNP.RPT,DFCeth - HUVY MIPKNVL ZYU,Aldebaran Rate Engine,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Consumer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHOPS,TECHOPS,No,Synchronous,0,Enabled,WSX2B,9BSM.WXNP.RPT.WSX2,0,9BSM.WSX2B,Private IaaS
IJ.8CRX.CTRL,Achernar Limit Monitor,Polaris Config Manager,Achernar Limit Monitor,"Private IaaS, Private PaaS",Producer,IJ,Remote,Private IaaS,External,Confidential,No,No,No,00= 0-30 Minutes,WL6EX2B,IJ,TECHOPS,TECHCT,TECHCT,Yes,Synchronous,Enabled,0,WSX2B,IJ.8CRX.CTRL.WSX2,0,IJ.WSX2B,Private IaaS
IJ.8CRX.CTRL,Achernar Limit Monitor,Polaris Config Manager,Polaris Config Manager,"Full App Retire, Mainframe",Consumer,8CRX,Remote,Mainframe,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,8CRX,TECHSEC,TECHCT,TECHCT,Yes,Synchronous,0,Enabled,WSX2B,IJ.8CRX.CTRL.WSX2,Normal,IJ.WSX2B,Mainframe
GHSM.9ASM.RESP,Antares Settlement Bus,Aldebaran Rate Engine,Antares Settlement Bus,"Private IaaS, Private PaaS",Producer,GHSM,Remote,Private IaaS,Internal,Internal Use,No,Yes,No,04= 12 to 24 Hours,WL6E30,GHSM,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,WS27,GHSM.9ASM.RESP.WS27,0,GHSM.WS27,Private IaaS
GHSM.9ASM.RESP,Antares Settlement Bus,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WS27,GHSM.9ASM.RESP.WS27,Normal,GHSM.WS27,Mainframe
8BSM.SSNP.CTRL,Mars Portfolio Tracker,PP Arcne VMU,Mars Portfolio Tracker,Private PaaS,Producer,8BSM,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WL6FR2D,8BSM,TECHCT,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,Enabled,Enabled,WL6EX2A,8BSM.SSNP.CTRL.WL6E,Normal,8BSM.WL6EX2A,Mainframe
8BSM.SSNP.CTRL,Mars Portfolio Tracker,PP Arcne VMU,PP Arcne VMU,Private IaaS,Consumer,SSNP,Remote,Mainframe,External,Restricted,Yes,No,No,05= 1 to 3 Days,WL6EX2A,SSNP,TECHOPS,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,0,WL6EX2A,8BSM.SSNP.CTRL.WL6E,Normal,8BSM.WL6EX2A,Mainframe
8AFK.GHLT.ACK,OOIKN JIU,Spica Reconciliation,OOIKN JIU,Public Cloud,Producer,8AFK,Remote,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHCT,TECHCT,Yes,Asynchronous,Enabled,Enabled,WSR2D,8AFK.GHLT.ACK.WSR2,0,8AFK.WSR2D,Mainframe
8AFK.GHLT.ACK,OOIKN JIU,Spica Reconciliation,Spica Reconciliation,"Full App Retire, Mainframe",Consumer,GHLT,Remote,Private PaaS,Internal,Restricted,No,No,Yes,01= 30 Minutes to 2 Hours,WSR2D,GHLT,TECHCT,TECHCT,TECHCT,Yes,Asynchronous,0,Enabled,WSR2D,8AFK.GHLT.ACK.WSR2,0,8AFK.WSR2D,Private PaaS
9ALT.WX.RQST,Antares Settlement Bus,Deneb Message Router,Antares Settlement Bus,Private IaaS,Producer,9ALT,Remote,Private PaaS,External,Public,Yes,No,No,05= 1 to 3 Days,WL6FX2C,9ALT,TECHCT,TECHCT,TECHCT,Yes,Synchronous,Enabled,0,WQX2C,9ALT.WX.RQST.WQX2,0,9ALT.WQX2C,Private PaaS
9ALT.WX.RQST,Antares Settlement Bus,Deneb Message Router,Deneb Message Router,Private IaaS,Consumer,WX,Remote,Mainframe,Internal,Internal Use,No,No,Yes,01= 30 Minutes to 2 Hours,WQX2C,WX,TECHCCIBT,TECHCT,TECHCT,Yes,Synchronous,0,Enabled,WQX2C,9ALT.WX.RQST.WQX2,0,9ALT.WQX2C,Mainframe
9B.8BLT.SYNC,Canopus Trade Capture,Venus Client Onboarding,Canopus Trade Capture,Public Cloud,Producer,9B,Remote,Public Cloud,Internal,Confidential,Yes,No,No,00= 0-30 Minutes,WL6EX2C,9B,TECHFIN,TECHFIN,TECHFIN,No,Asynchronous,Enabled,0,WL6ER2A,9B.8BLT.SYNC.WL6E,0,9B.WL6ER2A,Public Cloud
9B.8BLT.SYNC,Canopus Trade Capture,Venus Client Onboarding,Venus Client Onboarding,"Private IaaS, Private PaaS",Consumer,8BLT,Remote,Mainframe,Internal,Confidential,Yes,No,Yes,04= 12 to 24 Hours,WL6ER2A,8BLT,TECHCCIBT,TECHFIN,TECHFIN,No,Asynchronous,Enabled,Enabled,WL6ER2A,9B.8BLT.SYNC.WL6E,Normal,9B.WL6ER2A,Mainframe
ABRX.CDDV.EVT,Mercury Trade Settlement,Sirius Notification Hub,Mercury Trade Settlement,Private IaaS,Producer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHPAY,TECHPAY,No,Synchronous,Enabled,0,WL6F27,ABRX.CDDV.EVT.WL6F,0,ABRX.WL6F27,Private IaaS
ABRX.CDDV.EVT,Mercury Trade Settlement,Sirius Notification Hub,Sirius Notification Hub,"Private IaaS, Private PaaS",Consumer,CDDV,Remote,Private PaaS,Internal,Internal Use,Yes,No,No,04= 12 to 24 Hours,WL6F27,CDDV,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,Enabled,Enabled,WL6F27,ABRX.CDDV.EVT.WL6F,0,ABRX.WL6F27,Private PaaS
UVRX.CDLT.BATCH,Vega Authentication Service,Pluto Fraud Detection,Vega Authentication Service,Public Cloud,Producer,UVRX,Remote,Private IaaS,Internal,Confidential,No,No,Yes,00= 0-30 Minutes,WSR2D,UVRX,TECHOPS,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,Enabled,WL6FX2C,UVRX.CDLT.BATCH.WL6F,Normal,UVRX.WL6FX2C,Private IaaS
UVRX.CDLT.BATCH,Vega Authentication Service,Pluto Fraud Detection,Pluto Fraud Detection,"Private IaaS, Private PaaS",Consumer,CDLT,Remote,Mainframe,External,Internal Use,No,Yes,Yes,02= 2 Hours to 4 Hours,WL6FX2C,CDLT,TECHCT,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,Enabled,WL6FX2C,UVRX.CDLT.BATCH.WL6F,Normal,UVRX.WL6FX2C,Mainframe
WXSM.8BNP.STAT,Capella Audit Logger,Sirius Notification Hub,Capella Audit Logger,Mainframe,Producer,WXSM,Remote,Private PaaS,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WS26,WXSM,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,Enabled,Enabled,WSR2D,WXSM.8BNP.STAT.WSR2,0,WXSM.WSR2D,Private PaaS
WXSM.8BNP.STAT,Capella Audit Logger,Sirius Notification Hub,Sirius Notification Hub,"Private IaaS, Private PaaS",Consumer,8BNP,Remote,Mainframe,Internal,Restricted,No,Yes,No,01= 30 Minutes to 2 Hours,WSR2D,8BNP,TECHCCIBT,TECHPAY,TECHPAY,No,Synchronous,Enabled,0,WSR2D,WXSM.8BNP.STAT.WSR2,0,WXSM.WSR2D,Mainframe
TTSM.9BRX.STAT,Mercury Trade Settlement,PP Arcne VMU,Mercury Trade Settlement,"Full App Retire, Mainframe",Producer,TTSM,Remote,Public Cloud,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2A,TTSM,TECHCCIBT,TECHPAY,TECHPAY,No,Asynchronous,Enabled,0,WSR2D,TTSM.9BRX.STAT.WSR2,0,TTSM.WSR2D,Public Cloud
TTSM.9BRX.STAT,Mercury Trade Settlement,PP Arcne VMU,PP Arcne VMU,"Private IaaS, Private PaaS",Consumer,9BRX,Remote,Mainframe,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WSR2D,9BRX,TECHFIN,TECHPAY,TECHPAY,No,Asynchronous,0,Enabled,WSR2D,TTSM.9BRX.STAT.WSR2,Normal,TTSM.WSR2D,Mainframe
CDLT.9ASM.NTFY,Pluto Fraud Detection,Aldebaran Rate Engine,Pluto Fraud Detection,"Private IaaS, Private PaaS",Producer,CDLT,Remote,Mainframe,External,Internal Use,No,Yes,Yes,02= 2 Hours to 4 Hours,WL6FX2C,CDLT,TECHCT,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,Enabled,WS27,CDLT.9ASM.NTFY.WS27,0,CDLT.WS27,Mainframe
CDLT.9ASM.NTFY,Pluto Fraud Detection,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,0,WS27,CDLT.9ASM.NTFY.WS27,0,CDLT.WS27,Mainframe
PPDV.YZRX.RQST,Venus Client Onboarding,Canopus Trade Capture,Venus Client Onboarding,Private IaaS,Producer,PPDV,Remote,Private PaaS,External,Public,No,No,No,05= 1 to 3 Days,WS26,PPDV,TECHCCIBT,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,0,WL6FR2D,PPDV.YZRX.RQST.WL6F,0,PPDV.WL6FR2D,Private PaaS
PPDV.YZRX.RQST,Venus Client Onboarding,Canopus Trade Capture,Canopus Trade Capture,"Full App Retire, Mainframe",Consumer,YZRX,Remote,Mainframe,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6FR2D,YZRX,TECHSEC,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,WL6FR2D,PPDV.YZRX.RQST.WL6F,0,PPDV.WL6FR2D,Mainframe
TTRX.9ANP.RESP,Saturn Compliance Monitor,Fomalhaut Market Data,Saturn Compliance Monitor,Mainframe,Producer,TTRX,Remote,Private PaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6GX2C,TTRX,TECHCT,TECHSEC,TECHSEC,Yes,Asynchronous,Enabled,Enabled,WL6E27,TTRX.9ANP.RESP.WL6E,Normal,TTRX.WL6E27,Private PaaS
TTRX.9ANP.RESP,Saturn Compliance Monitor,Fomalhaut Market Data,Fomalhaut Market Data,Public Cloud,Consumer,9ANP,Remote,Private IaaS,Internal,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6E27,9ANP,TECHRISK,TECHSEC,TECHSEC,Yes,Asynchronous,0,0,WL6E27,TTRX.9ANP.RESP.WL6E,0,TTRX.WL6E27,Private IaaS
CDRX.TT.EVT,Orion Data Warehouse,Hdc - Hdxknvlr Kavk & Hncvympqf,Orion Data Warehouse,Private IaaS,Producer,CDRX,Remote,Private IaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WQR2C,CDRX,TECHSEC,TECHCT,TECHCT,No,Asynchronous,0,0,WRX2C,CDRX.TT.EVT.WRX2,Normal,CDRX.WRX2C,Private IaaS
CDRX.TT.EVT,Orion Data Warehouse,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,"Private IaaS, Private PaaS",Consumer,TT,Remote,Private PaaS,External,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WRX2C,TT,TECHOPS,TECHCT,TECHCT,No,Asynchronous,0,Enabled,WRX2C,CDRX.TT.EVT.WRX2,Normal,CDRX.WRX2C,Private PaaS
9BSM.UVLT.RQST,DFCeth - HUVY MIPKNVL ZYU,Sirius Notification Hub,DFCeth - HUVY MIPKNVL ZYU,Private PaaS,Producer,9BSM,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WQ30,9BSM,TECHCCIBT,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,Enabled,WSX2C,9BSM.UVLT.RQST.WSX2,0,9BSM.WSX2C,Private PaaS
9BSM.UVLT.RQST,DFCeth - HUVY MIPKNVL ZYU,Sirius Notification Hub,Sirius Notification Hub,"Private IaaS, Private PaaS",Consumer,UVLT,Remote,Private PaaS,External,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WSX2C,UVLT,TECHOPS,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,0,WSX2C,9BSM.UVLT.RQST.WSX2,0,9BSM.WSX2C,Private PaaS
QQFK.WXDV.RQST,Sirius Notification Hub,Procyon API Gateway,Sirius Notification Hub,"Full App Retire, Mainframe",Producer,QQFK,Remote,Mainframe,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WRX2B,QQFK,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,Enabled,WRX2D,QQFK.WXDV.RQST.WRX2,Normal,QQFK.WRX2D,Mainframe
QQFK.WXDV.RQST,Sirius Notification Hub,Procyon API Gateway,Procyon API Gateway,"Private IaaS, Private PaaS",Consumer,WXDV,Remote,Public Cloud,External,Restricted,No,Yes,No,00= 0-30 Minutes,WRX2D,WXDV,TECHOPS,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,Enabled,WRX2D,QQFK.WXDV.RQST.WRX2,Normal,QQFK.WRX2D,Public Cloud
8BLT.UVFK.BATCH,Venus Client Onboarding,Pluto Fraud Detection,Venus Client Onboarding,"Private IaaS, Private PaaS",Producer,8BLT,Remote,Mainframe,Internal,Confidential,Yes,No,Yes,04= 12 to 24 Hours,WL6ER2A,8BLT,TECHCCIBT,TECHRISK,TECHRISK,No,Synchronous,Enabled,Enabled,WL6EX2C,8BLT.UVFK.BATCH.WL6E,Normal,8BLT.WL6EX2C,Mainframe
8BLT.UVFK.BATCH,Venus Client Onboarding,Pluto Fraud Detection,Pluto Fraud Detection,"Private IaaS, Private PaaS",Consumer,UVFK,Remote,Public Cloud,External,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6EX2C,UVFK,TECHFIN,TECHRISK,TECHRISK,No,Synchronous,Enabled,0,WL6EX2C,8BLT.UVFK.BATCH.WL6E,Normal,8BLT.WL6EX2C,Public Cloud
WXSM.8BNP.RQST,Capella Audit Logger,Sirius Notification Hub,Capella Audit Logger,Mainframe,Producer,WXSM,Remote,Private PaaS,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WS26,WXSM,TECHRISK,TECHOPS,TECHOPS,Yes,Synchronous,0,0,WSR2D,WXSM.8BNP.RQST.WSR2,Normal,WXSM.WSR2D,Private PaaS
WXSM.8BNP.RQST,Capella Audit Logger,Sirius Notification Hub,Sirius Notification Hub,"Private IaaS, Private PaaS",Consumer,8BNP,Remote,Mainframe,Internal,Restricted,No,Yes,No,01= 30 Minutes to 2 Hours,WSR2D,8BNP,TECHCCIBT,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,0,WSR2D,WXSM.8BNP.RQST.WSR2,0,WXSM.WSR2D,Mainframe
8BRX.9ALT.SYNC,Pluto Fraud Detection,Antares Settlement Bus,Pluto Fraud Detection,Private IaaS,Producer,8BRX,Remote,Public Cloud,Internal,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WS29,8BRX,TECHCCIBT,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,0,WL6FX2C,8BRX.9ALT.SYNC.WL6F,0,8BRX.WL6FX2C,Public Cloud
8BRX.9ALT.SYNC,Pluto Fraud Detection,Antares Settlement Bus,Antares Settlement Bus,Private IaaS,Consumer,9ALT,Remote,Private PaaS,External,Public,Yes,No,No,05= 1 to 3 Days,WL6FX2C,9ALT,TECHCT,TECHRISK,TECHRISK,Yes,Synchronous,0,Enabled,WL6FX2C,8BRX.9ALT.SYNC.WL6F,0,8BRX.WL6FX2C,Private PaaS
9BDV.QQ.SYNC,Hdc - Hdxknvlr Kavk & Hncvympqf,Orion Data Warehouse,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Producer,9BDV,Remote,Private PaaS,Internal,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6GX2C,9BDV,TECHCT,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WL6ER2A,9BDV.QQ.SYNC.WL6E,0,9BDV.WL6ER2A,Private PaaS
9BDV.QQ.SYNC,Hdc - Hdxknvlr Kavk & Hncvympqf,Orion Data Warehouse,Orion Data Warehouse,Private PaaS,Consumer,QQ,Remote,Private IaaS,Internal,Internal Use,No,Yes,Yes,01= 30 Minutes to 2 Hours,WL6ER2A,QQ,TECHOPS,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WL6ER2A,9BDV.QQ.SYNC.WL6E,0,9BDV.WL6ER2A,Private IaaS
ABDV.UVRX.RPT,Neptune Risk Analytics,Vega Authentication Service,Neptune Risk Analytics,Private PaaS,Producer,ABDV,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WR29,ABDV,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WSR2D,ABDV.UVRX.RPT.WSR2,Normal,ABDV.WSR2D,Public Cloud
ABDV.UVRX.RPT,Neptune Risk Analytics,Vega Authentication Service,Vega Authentication Service,Public Cloud,Consumer,UVRX,Remote,Private IaaS,Internal,Confidential,No,No,Yes,00= 0-30 Minutes,WSR2D,UVRX,TECHOPS,TECHPAY,TECHPAY,No,Synchronous,Enabled,Enabled,WSR2D,ABDV.UVRX.RPT.WSR2,Normal,ABDV.WSR2D,Private IaaS
9B.8BRX.ERR,Canopus Trade Capture,Pluto Fraud Detection,Canopus Trade Capture,Public Cloud,Producer,9B,Remote,Public Cloud,Internal,Confidential,Yes,No,No,00= 0-30 Minutes,WL6EX2C,9B,TECHFIN,TECHSEC,TECHSEC,Yes,Asynchronous,0,0,WS29,9B.8BRX.ERR.WS29,0,9B.WS29,Public Cloud
9B.8BRX.ERR,Canopus Trade Capture,Pluto Fraud Detection,Pluto Fraud Detection,Private IaaS,Consumer,8BRX,Remote,Public Cloud,Internal,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WS29,8BRX,TECHCCIBT,TECHSEC,TECHSEC,Yes,Asynchronous,0,Enabled,WS29,9B.8BRX.ERR.WS29,0,9B.WS29,Public Cloud
9ANP.8AFK.CTRL,Fomalhaut Market Data,OOIKN JIU,Fomalhaut Market Data,Public Cloud,Producer,9ANP,Remote,Private IaaS,Internal,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6E27,9ANP,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,WL6FR2D,9ANP.8AFK.CTRL.WL6F,0,9ANP.WL6FR2D,Private IaaS
9ANP.8AFK.CTRL,Fomalhaut Market Data,OOIKN JIU,OOIKN JIU,Public Cloud,Consumer,8AFK,Remote,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,WL6FR2D,9ANP.8AFK.CTRL.WL6F,Normal,9ANP.WL6FR2D,Mainframe
ABNP.PPRX.SYNC,Saturn Compliance Monitor,Mars Portfolio Tracker,Saturn Compliance Monitor,Private PaaS,Producer,ABNP,Remote,Public Cloud,Internal,Internal Use,No,Yes,No,00= 0-30 Minutes,WL6EX2A,ABNP,TECHSEC,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WR29,ABNP.PPRX.SYNC.WR29,Normal,ABNP.WR29,Public Cloud
ABNP.PPRX.SYNC,Saturn Compliance Monitor,Mars Portfolio Tracker,Mars Portfolio Tracker,Private PaaS,Consumer,PPRX,Remote,Public Cloud,External,Internal Use,No,No,No,00= 0-30 Minutes,WR29,PPRX,TECHFIN,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WR29,ABNP.PPRX.SYNC.WR29,0,ABNP.WR29,Public Cloud
CDFK.RRSM.DAT,Mars Portfolio Tracker,Betelgeuse Event Streamer,Mars Portfolio Tracker,"Full App Retire, Mainframe",Producer,CDFK,Remote,Public Cloud,Internal,Public,No,No,No,04= 12 to 24 Hours,WRR2D,CDFK,TECHCT,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,WL6FX2A,CDFK.RRSM.DAT.WL6F,0,CDFK.WL6FX2A,Public Cloud
CDFK.RRSM.DAT,Mars Portfolio Tracker,Betelgeuse Event Streamer,Betelgeuse Event Streamer,Public Cloud,Consumer,RRSM,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FX2A,RRSM,TECHRISK,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,WL6FX2A,CDFK.RRSM.DAT.WL6F,0,CDFK.WL6FX2A,Mainframe
ABRX.8C.DAT,Mercury Trade Settlement,Vega Authentication Service,Mercury Trade Settlement,Private IaaS,Producer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHCT,TECHCT,No,Synchronous,Enabled,0,WL6FR2D,ABRX.8C.DAT.WL6F,Normal,ABRX.WL6FR2D,Private IaaS
ABRX.8C.DAT,Mercury Trade Settlement,Vega Authentication Service,Vega Authentication Service,"Full App Retire, Mainframe",Consumer,8C,Remote,Public Cloud,Internal,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6FR2D,8C,TECHCT,TECHCT,TECHCT,No,Synchronous,Enabled,Enabled,WL6FR2D,ABRX.8C.DAT.WL6F,Normal,ABRX.WL6FR2D,Public Cloud
8CFK.GHNP.LOG,Altair Reporting Engine,Canopus Trade Capture,Altair Reporting Engine,Public Cloud,Producer,8CFK,Remote,Mainframe,Internal,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WL6FX2A,8CFK,TECHOPS,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,0,WQ27,8CFK.GHNP.LOG.WQ27,Normal,8CFK.WQ27,Mainframe
8CFK.GHNP.LOG,Altair Reporting Engine,Canopus Trade Capture,Canopus Trade Capture,Private IaaS,Consumer,GHNP,Remote,Mainframe,External,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WQ27,GHNP,TECHCT,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,Enabled,WQ27,8CFK.GHNP.LOG.WQ27,0,8CFK.WQ27,Mainframe
